Title,Price,Capacity,Grape,Closure,Country,Characteristics,Type,ABV,Region,Style,Vintage
Bollinger ‘Grande Année’ Champagne 2012/14,"Only produced in exceptional years from exclusively Grand Cru rated grapes. Rich, biscuity and yeasty, this wine carries the ultimate expression of the house style.",£150.00 per bottle,75CL,Pinot Noir,Natural Cork,9,per bottle,White,ABV 12.00%,,Rich & Toasty
Bollinger Special Cuvée Champagne Magnum,"At the Bollinger Champagne house, only the finest will do. Their Champagne is made from first-run juice, and the majority of vineyards have Premier and Grand Cru status. This results in a full-bodied Champagne of great class. It's pale-gold in colour and the mousse is light and persistent. The ideal accompaniment to smoked salmon canapes.",£130.00 per bottle,1.5LTR,"Pinot Noir, Pinot Meunier",Natural Cork,18,per bottle,White,ABV 12.00%,,Rich & Toasty
"Cape Mentelle Cabernet Sauvignon 2017, Margaret River","Cape Mentelle shot to fame with pioneering Cabernet Sauvignon in the 1970s. They're still rightfully considered a benchmark Margaret River winery. Take one sip of this famous Cabernet blend, and you'll see what all the fuss is about. Discover vibrant aromas of dark black fruits, cocoa and orange peel, and flavours of vanilla and bramble fruit. We suggest pairing it with steak and peppercorn sauce.",£72.99 per bottle,75CL,"Merlot, Petit Verdot",Screwcap,10.9,per bottle,Red,ABV 14.50%,Western Australia,Savoury & Full Bodied
"Cape Mentelle Sauvignon Blanc-Semillon 2019/21, Margaret River","Cape Mentelle is one of the 'Founding Five' wineries of Margaret River, one of Australia's finest wine regions. Its Sauvignon Blanc-Semillon is fresh and juicy, with creamy flavours of lemon and fresh herbs and a textured complexity, thanks to four months of lees ageing.",£17.99 per bottle,75CL,Sémillon,Screwcap,9.4,per bottle,White,ABV 12.50%,Western Australia,Crisp & Zesty
"Catena Malbec 2019/20 Magnum, Mendoza","Nicolás Catena was the first South American winemaker to ever be named ‘Decanter’s Man of the Year’. No wonder when he pioneered high-altitude Malbec in the Argentine Andes. Before that, Argentina was only seen as a producer of cheap bulk wine. The Catena’s changed all that. Nicolás’ great-grandfather, Nicola, planted his first Malbec vines in 1902. Since then, the family have amassed a collection of Malbec varietals which are exclusive to them. It makes the Catena’s wines completely distinct from other Argentine Malbecs. Bold. Ripe. Fruity. It’s a big wine with lots of flavour – and a lovely plush texture. It’s crying out for grilled meats – think barbecued steak with a punchy chimichurri sauce. Delicious.",£27.99 per bottle,1.5LTR,,Natural Cork,20.3,per bottle,Red,ABV 13.50%,Mendoza,Soft & Fruity
Caves des Grand Crus Blancs Pouilly-Vinzelles 2019/20,"Caves des Grand Crus are a co-operative bringing exceptional value to famously expensive Burgundy areas. And they don't compromise on quality. This rich white Burgundy is a case in point. It's expressive and complex with notes of soft peach, hazel and toast from oak ageing. Serve with chicken in a creamy sauce.",£19.99 per bottle,75CL,,Natural Cork,10.1,per bottle,White,ABV 13.50%,Burgundy,Ripe & Rounded
Chablis 1er Cru Vaillons 2020/21 Séguinot-Bordet,"An elegant, steely and incredibly pure Premier Cru Chablis from Jean-Francois Bordet. The Vaillons Premier Cru vineyards face south east, and as a result the wines are famous for their great richness. Expect mineral notes together with plenty of fine citrus and white stone fruit flavours. There is a yeasty complexity and a creaminess to the texture, but the finish remains classically racey and fresh.",£34.99 per bottle,75CL,,Natural Cork,9.8,per bottle,White,ABV 13.00%,Burgundy,Fresh & Elegant 
"Chassagne-Montrachet Blanc 2020/21 Château de la Maltroye, Burgundy","You'll find some of the world's finest white wines in the village of Chassagne-Montrachet. Here, winemaker Jean-Pierre Cornut continues the family tradition, picking Chardonnay grapes by hand, selecting only the best grapes in effort to create the finest white Burgundy. Once they're pressed, the wine is aged for 10 months in oak. The result is an astonishing cocktail of stone fruits, apple and brioche. Pair its charming aromas and creamy minerality with sea food or roast pork.",£79.99 per bottle,75CL,,Natural Cork,10.9,per bottle,White,ABV 14.50%,Burgundy,Rich & Toasty
"Château Arnauton 2014, Fronsac","Fronsac is situated in Bordeaux’s Right Bank. It’s predominantly made from Merlot, just like neighbouring Pomerol and Saint-Émilion. This wine also includes Cabernet Franc and Malbec, bringing greater structure and vibrant, fruity aromas. The 2014 vintage won a gold medal at the prestigious Concours Général Agricole de Paris competition. There’s notes of red and black fruits with a spicy hint of vanilla and elegant tannins. Enjoy it with beef Wellington.",£16.99 per bottle,75CL,Cabernet Franc,Natural Cork,10.5,per bottle,Red,ABV 14.00%,Bordeaux,Savoury & Full Bodied
"Château Belair 2003, Saint-Émilion Grand Cru","Château Bélair traces its origins back to Roman times and has long been considered one of Saint-Émilion's finest estates. This is a plush, silky red made from predominantly Merlot. After 16 years of ageing, it has well-integrated tannins, flavours of black fruits, leather, cedar and sweet tobacco, and a long finish. When serving, slowly ease the cork out, decant for at least an hour and pair with a roast dinner.",£79.99 per bottle,75CL,Cabernet Franc,Natural Cork,9.4,per bottle,Red,ABV 12.50%,Bordeaux,Savoury & Full Bodied
"Château Citran 'Moulins de Citran' 2010/12, Haut-Médoc","Château Citran has stood strong since the 14th century. Moulins de Citran is the estate’s second wine. This means that it's made from slightly younger vines than the Grand Vin, but with just as much care and attention. So if you’re adding just one bottle of great-value Bordeaux to your wine rack, make it this. Ripe. Structured. Supple. Discover flavours of ripe strawberry, raspberry and black cherry, with mature notes of nutmeg, cedar and tobacco. Its silky texture and long, complex finish pairs perfectly with grilled pork chops topped with melted cheddar cheese.",£20.99 per bottle,75CL,Merlot,Natural Cork,9.8,per bottle,Red,ABV 13.00%,Bordeaux,Savoury & Full Bodied
"Château de Chassagne-Montrachet 2019/20, Chassagne-Montrachet","To many, Burgundy's Chassagne-Montrachet is home to the world's greatest white wines. Take a sip of this, and you'll see why. It's delicate and fruity, with elegant hints of peach, white flowers, almond and cedar, and a very long finish. Outstanding Chardonnay that's best with king prawns.",£79.99 per bottle,75CL,,Natural Cork,10.5,per bottle,White,ABV 14.00%,Burgundy,Rich & Toasty
Château De Crézancy Sancerre Rouge 2021/22,"Deep red in color with a nose of black cherries, blackberries and currant kissed with a touch of praline.. The palate is sweet and slightly spicy with fine tannins and a silky finish. This wine is the perfect accompaniment with white meats and poultry, duck, and dried goat cheese. It has medium body with a firm and persistent palate of flavors unadulterated by oak.",£21.99 per bottle,75CL,,Natural Cork,10.5,per bottle,Red,ABV 14.00%,Loire,Light & Elegant
Château de Rayne Vigneau Sauternes 2002,"Château de Rayne Vigneau was named a Premier Cru Classé estate in the famous 1855 classification of Bordeaux. It's hotter and more humid than much of the region, and its misty mornings are perfect for Noble Rot to thrive in. As a result, this is a benchmark for Sauternes. It's made with 80% Sémillon and 20% Sauvignon Blanc and boasts a high acidity that's allowed it to age excellently. It's complex and rich, with notes of white plum, pear and exotic fruits and a very long finish. Try it with Roquefort.",£20.99 per bottle,375ML,Sauvignon Blanc,Natural Cork,5.1,per bottle,White,ABV 13.50%,Bordeaux,
"Château du Domaine de L'Église 2014, Pomerol","The first recorded mention of Château du Domaine de l'Eglise dates back to 1589. It's reportedly the oldest château in Pomerol. It sits close to Petrus, the producer of the world's most desired and expensive claret. Today, it's owned by one of the most experienced families in Bordeaux, who also own some of the region's very best estates. Expect rich notes of plum, crème de cassis and cedar. It'll pair well with lamb and a red wine sauce. Drink now or age until 2040.",£69.99 per bottle,75CL,Cabernet Franc,Natural Cork,10.1,per bottle,Red,ABV 13.50%,Bordeaux,
"Château du Tertre 'Les Hauts du Tertre' 2018, Margaux","This is the second wine of thousand-year-old Margaux estate Château du Tertre. The estate was recognised as a Classed Growth in the famous 1855 Bordeaux classification but really hit its stride in the past 20 years. This is made on the same vineyards as the Grand Vin but from younger vines, ensuring a fruity, vibrant and bright style that's raring to be tasted now. It's full-bodied and ripe, with flavours of blackcurrant, red cherry, spice and dried herbs. It has a snappy acidity that's great with cheese.",£34.99 per bottle,75CL,"Cabernet Franc, Merlot, Petit Verdot",Natural Cork,10.1,per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied
"Château Fonplégade 2014, Saint-Émilion Grand Cru","Château Fonplégade aimed to create the purest expression of Saint-Émilion. So they recruited one of the world's most sought-after winemaking consultants, farmed organically, picked each bunch of grapes by hand from their oldest vines and made this from 95% Merlot. As a result, it's full-bodied and plush, with notes of blackcurrant, blueberry, cocoa and fresh tobacco and a long, smooth finish. Try it with a cassoulet.",£44.99 per bottle,75CL,Cabernet Franc,Natural Cork,10.5,per bottle,Red,ABV 14.00%,Bordeaux,Savoury & Full Bodied
"Château Guiraud 'G de Guiraud' Organic Sémillon/Sauvignon Blanc 2019/20, Bordeaux Blanc","Made organically and stirred on texture-gifting lees, this Bordeaux Blanc blend stands out from much of the competition because it's partially aged in barrels that the year before created 1er cru Sauternes. It's intense, rich and complex and has notes of tangerine and grapefruit peel, a touch of redcurrant and a long finish. James Suckling gave it 93 points.",£20.99 per bottle,75CL,Sauvignon Blanc,Natural Cork,10.5,per bottle,White,ABV 14.00%,Bordeaux,Fresh & Elegant 
"Château la Garde 2013/14, Pessac-Léognan","In 1990, the winemaking team at Dourthe, one of Bordeaux's most successful producers, were transfixed by the possibility of Château la Garde's fantastic soils. And today, after decades of hard work and investment, it's one of Pessac-Léognan's rising-star estates. Its claret is made from almost equal parts Cabernet Sauvignon and Merlot. It's deep and concentrated, with hints of ripe red fruits, liquorice and smoke. It has delicate tannins and well-integrated oak influence that are fantastic with a roast dinner.",£32.99 per bottle,75CL,Merlot,Natural Cork,10.1,per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied
"Château La Garde Pessac-Léognan Blanc 2019, Graves","""Château La Garde has exceptional gravel soils. The winemaking team here claim that this is one of the finest areas for Bordeaux Blanc. Taste this and decide for yourself. This is a fresh, fruity and complex wine, with notes of citrus fruit, a mineral, chalky character and a long finish. At its best lightly chilled with asparagus risotto.  """,£29.99 per bottle,75CL,Sémillon,Natural Cork,9.8,per bottle,White,ABV 13.00%,Bordeaux,Fresh & Elegant 
"Château La Rame 2018/19, Ste-Croix-du-Mont 50cl","Château La Rame is one of the oldest properties in the Sainte Croix du Mont appellation, where the influence of the river encourages botrytis or noble rot. A blend of 75% Sémillon and 25% Sauvignon Blanc. Aged in one-third new oak barrels for two years. A golden hued wine exudes aromas of ripe stone fruits, candied summer fruits and honey. Luxurious sweetness and spicy vanillin characters layer and coat the palate before a clean and fresh finish. Sweet wines can age for as long as you can resist them, a perfect match for Crème Brûlée or blue cheese.",£14.99 per bottle,50CL,Sémillon,Natural Cork,7.5,per bottle,White,ABV 15.00%,Bordeaux,
Château Lagrange St Julien 2010,"""The historic Château Lagrange currently work with the renowned Eric Boissenot with the aim to produce what they call ""the best wines in the world"". They've certainly done well with this St Julien. It expresses ripe blueberry and blackcurrant flavours, with earthy aromas of leather and tobacco from ageing. It's smooth, yet intense on the palate with a great length. Decant for an hour before serving at room temperature with lamb. Drink before 2040. """,£92.99 per bottle,75CL,"Petit Verdot, Merlot",Natural Cork,10.1,per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied
"Château Lynch-Moussas 2013, Pauillac","Château Lynch-Moussas dates back to 1850 and was given prestigious Cru status in the legendary 1855 Bordeaux classification. But things really picked up, in 1969, when it was bought by the owner of Château Batailley. A state-of-the-art winery renovation and extensive replanting soon took place. In the years since, the estate has consistently produced fantastic claret. This is a bold and fruity Pauillac, with flavours of blackcurrant, blackberry, oak, tobacco and cedar. As it's now deliciously mature, it has well-integrated tannins which won't overpower lamb.",£49.99 per bottle,75CL,Merlot,Natural Cork,9.8,per bottle,Red,ABV 13.00%,Bordeaux,Savoury & Full Bodied
"Château Meyney 2013/2017, Saint-Estèphe","Château Meyney's grand vin is made up predominantly of Cabernet Sauvignon and Merlot, with a dash of Petit Verdot. Its notes of blackberry, raspberry, graphite and sweet spices are framed by snappy tannins, and it's just hitting its prime now.",£37.99 per bottle,75CL,"Merlot, Cabernet Franc",Natural Cork,10.1,per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied
"Château Minuty 'M de Minuty' Rosé 2021/22 Magnum, Côtes de Provence","Château Minuty created the pale-pink hue of rosé that you'll find all over the world. It's one of Provence's last vineyards to pluck grapes by hand, bringing every delicious stone-fruit, citrus and melon note to your palate. Many wineries imitate its style. But there really is no matching M de Minuty - and this is your chance to pick it up in a stylish magnum.",£38.99 per bottle,150CL,"Syrah, Cinsault",Natural Cork,19.5,per bottle,Rosé,ABV 13.00%,Provence,Delicate & Dry
"Cloudy Bay Sauvignon Blanc 2021/22 Magnum, Marlborough","Cloudy Bay is widely credited with introducing New Zealand wines to the world with their signature Sauvignon Blanc. The 2020 vintage saw near-perfect vineyard conditions, producing a bright and focused wine. Expect to find notes of ripe grapefruit, lime and passionfruit. Wonderful with salmon and asparagus.",£60.99 per bottle,1.5LTR,,Screwcap,20.3,per bottle,White,ABV 13.50%,Marlborough,Crisp & Zesty
"Martín Códax 'Cantigas' Albariño 2020/21, Rías Baixas","Martín Códax are Albariño experts, based in Rías Baixas DO, the homeland of Albariño. It’s led by ninth-generation winemaker Luciano Amoedo alongside ultra-talented Katia Álvarez, who's been celebrated as one of Spain’s Top Women Winemakers by The Drinks Business. Using their vast experience, the grapes for this wine are picked from vines over 100 metres above sea level. This slows the grapes' maturation, meaning that once they reach ripeness, they’re filled with intense flavour. Expect mineral-lined flavours of plush stone fruit. Its gentle saline undertone will go beautifully with grilled white fish.",£19.99 per bottle,75CL,,Natural Cork,9.8,per bottle,White,ABV 13.00%,Galicia,Rich & Toasty
Paul Jaboulet Aîné 'Les Grandes Terrasses' Cornas 2016/18,"Northern Rhône's Cornas is famous for its powerful, long-lived Syrah. Made by Paul Jaboulet Aîné, one of France's most adored producers, this is a full-bodied expression, yet elegant and polished. Its hints of black fruits, cedar, pepper and smoke will taste even better over the next decade. Wine Advocate's Jeb Dunnuck gave the 2014 vintage 90 Parker Points.",£36.99 per bottle,75CL,,Natural Cork,10.9,per bottle,Red,ABV 14.50%,Rhône,Bold & Spicy
Nicolas Potel Côte de Nuits-Villages 2017/18,"Côte de Nuits-Villages is essentially the northern sister appellation of the better-known Côte de Beaune-Villages in the south of Burgundy. Covering a range of respected village appellations with some excellent sites, the region produces very consistent quality. Offers the classic Pinot Noir nose of ripe red berries, with some darker hints of blackberry and liquorice. Ripe yet nicely taut on the palate, with a smooth texture lifted by a lipsmacking acidity. A great partner for poultry dishes, especially duck or turkey, but will also stand up to red meats and feathered game.",£22.99 per bottle,75CL,,Natural Cork,9.8,per bottle,Red,ABV 13.00%,Burgundy,Light & Elegant
Vidal-Fleury Côtes du Rhône Blanc 2020/21,"Established in 1781, Vidal Fleury is one of the most experienced producers in the northern Rhône. Its Côtes-du-Rhône Blanc is rather unique, as it's made predominantly (88%) from Viognier. This creates a full-flavoured, rich style, with notes of apricot, melon and almond, that's perfect with rich food.",£11.99 per bottle,75CL,,Natural Cork,10.5,per bottle,White,ABV 14.00%,Rhône,Ripe & Rounded
"Côtes-du-Rhône Villages Laudun 2017 Château Courac, France","Château Courac has been in winemaker Frederic Arnaud's family since 1641. He makes this blend of Syrah, Grenache, Mourvèdre and rare Counoise from 45-year-old vines. The result is a rich red with notes of dark-red fruits, velvety tannins, hints of spice and a fresh finish. It tastes great now, but it'll continue to develop over the next decade.",£14.99 per bottle,75CL,Syrah,Natural Cork,10.9,per bottle,Red,ABV 14.50%,Rhône,Bold & Spicy
CVNE 'Contino Viña del Olivo' Rioja 2019/20,"If you like Rioja, you've almost certainly heard of CVNE (or Cune to some) before. This is their flagship red. To make it, they've shunned many of the more traditional approaches. It's made from 40-year-old vines, aged in French, American and Hungarian oak over 17 months and left in the bottle for over a year. As a result, it's complex, rich and truly indulgent. Expect notes of red and black fruit, vanilla and liquorice. Try it with Manchego. The 2017 vintage scored 94 Parker Points.",£75.99 per bottle,75CL,Graciano,Natural Cork,10.5,per bottle,Red,ABV 14.00%,La Rioja,Savoury & Full Bodied
"CVNE 'Maruxa' Mencía 2019/21, Valdeorras","If you like Rioja, you've almost certainly tried CVNE's excellent work before. This is one of their newest projects. And they're so proud of it, they named it after the founder's mother. It's Mencía made in the Valdeorras zone of Galicia. This grape is rapidly rising in popularity in Spain. For good reason. It's widely celebrated for its wonderful aromatics. Think Pinot Noir with the florality turned right up. Expect rich notes of black fruits, fresh acidity and soft tannins. Try it with chorizo.",£13.99 per bottle,75CL,,Natural Cork,10.5,per bottle,Red,ABV 14.00%,Galicia,Light & Elegant
"Devil's Creek 'Gold Reserve' Pinot Noir 2019, Central Otago","The Devil's Creek River used to be known for its gold. The precious metal has long dried up, but you can still discover delicious Pinot Noir in Central Otago. It's known as the home of New Zealand's finest Pinot Noir, and for good reason. This is bright, lively and bursting with fruit. The elegant tannins make it a great pairing for pork.",£17.99 per bottle,75CL,,Screwcap,9.8,per bottle,Red,ABV 13.00%,Central Otago,Light & Elegant
De Forville Dolcetto d'Alba 2020/21,"One of the lesser-known grapes of Piedmont, Dolcetto usually produces soft, fruity and early maturing wines. The best come from around Alba, as does this one from De Forville, a family that has been making wine in Piedmont since the 1860's. A clear and bright ruby in colour, with an expressive nose of youthful fruits. Rich, dark cherries and liquorice on the palate and a fresh finish. Enjoy with cold cuts or cured meats, pizza, or on its own.",£11.99 per bottle,75CL,,Natural Cork,10.5,per bottle,Red,ABV 14.00%,Piedmont,Soft & Fruity
"Domaine Begude ‘Esprit’ Organic Pinot Noir 2020/21, Limoux","Even though it’s located in the warm Languedoc, the cooler, high-altitude Limoux appellation can grow thin-skinned grapes that you’d normally find in Burgundy. That includes the internationally popular red grape, Pinot Noir. This example is made using careful organic methods at Domaine Begude, a sustainably-minded estate. It's made from vines at 300m above sea level. As a result, it has fresh, fruity notes of cherry and raspberry, with gentle softness. Try it with a roasted or pan-fried duck breast.",£17.99 per bottle,75CL,,Natural Cork,9.8,per bottle,Red,ABV 13.00%,Languedoc-Roussillon,Light & Elegant
"Domaine Begude 'Arcturus' Organic Wild Ferment Chardonnay 2019/20, Limoux","As this is made only in the best vintages, from a single organic plot, just 700 bottles are produced each year. Luckily, we bought the entire vintage just for you. If this had 'Puligny-Montrachet on the label, you'd be paying a three-figure sum. Its harmoniously integrated layers of cream, toasted oak, pineapple and mango won 91 Decanter points and was described as a ''golden pleasure'' by Jancis Robinson MW.",£43.99 per bottle,75CL,,Natural Cork,10.1,per bottle,White,ABV 13.50%,Languedoc-Roussillon,Rich & Toasty
Domaine Bernard Michaut 'Beauroy' Chablis Premier Cru 2021/22,"Beauroy is a Premier Cru that lies on the upper slopes of Chablis. This is a prime area for growing exceptional Chardonnay, which benefits from warming sunlight and exceptional soil quality. And it tastes even better when it's aged in oak. Expect golden hints of almond, vanilla and a long finish. If you can wait, this will taste even more complex in a decade. If you can't, drink a glass with moules frites.",£32.99 per bottle,75CL,,Natural Cork,10.1,per bottle,White,ABV 13.50%,Burgundy,Fresh & Elegant 
Domaine Hubert Bouzereau-Gruère et Filles Meursault 2020/21,"This estate was founded by Hubert Bouzereau, a Meursault native, and Marie-France Gruère, from the nearby Chassagne-Montrachet. It’s now in the expert hands of their daughters, Marie-Laure and Marie-Anne, who won the Trophée des Jeunes Talents (Young Talents Trophy) in 2002. And this is an exceptional Meursault. Old vines produce the tastiest grapes. And the average vine age on this vineyard is 35-40 years old. The result is long, structured and tastes even better with age. This is exactly why Meursault is one of Burgundy’s most celebrated spots. It’s creamy and rich, with notes of toasted almond, honey, hazelnut and flint. At its best with cod.",£49.99 per bottle,75CL,,Natural Cork,9.8,per bottle,White,ABV 13.00%,Burgundy,Rich & Toasty
Domaine Joly Puligny-Montrachet 2019/20,"Domaine Joly have a strong historical presence in Burgundy. Their distinct style is clean and pure Puligny-Montrachet with a delicious edge. This has flavours of hazelnut and stone fruit, and a clean, pure finish. Its great structure shows potential ageing. Serve at 10-13 degrees with white fish or cellar for ten years.",£55.99 per bottle,75CL,,Natural Cork,9.8,per bottle,White,ABV 13.00%,Burgundy,Rich & Toasty
Domaine Jomain ‘Les Perrières’ Puligny-Montrachet Premier Cru 2019/20,"The name ‘Les Perrières’ means ‘stones’ and it’s fitting here: the grapes for this wine are grown on stony, chalky and clay soils. They’re some of the most sought-after soils in Burgundy and were given prestigious Premier Cru status. Most importantly, they nourish deeply flavoursome Chardonnay grapes, which means you can expect great things from this bottle. Its structured and refined with aromas of white flowers and honey. You’ll find few better matches for a decadent fish or seafood feast.",£89.99 per bottle,75CL,,Natural Cork,10.9,per bottle,White,ABV 14.50%,Burgundy,Rich & Toasty
Domaine Jomain Puligny-Montrachet 2020/21,"Puligny-Montrachet is one of Burgundy’s essential buys for Chardonnay lovers. The small appellation produces some of the world’s finest, purest expressions of the grape. Domaine Jomain makes delicious wines from a small slice of the prestigious land, from old vines averaging 32 years old. The grapes are hand-harvested and sorted, then gently pressed before being aged for 11 months in oak. The resulting wine is elegant, deep and rounded, with aromas of honey and white flowers. It’ll stand up to creamy chicken or fish dishes with ease and can continue to age for another four to eight years.",£56.99 per bottle,75CL,,Natural Cork,10.9,per bottle,White,ABV 14.50%,Burgundy,Rich & Toasty
Domaine la Couquihado Côtes du Rhône 2020 Magnum,"Domaine Couquihado sits in the heart of the picturesque village of Violès in Southern Rhône. The estate has been owned by the Guigue family since the 18th century, and its winemaking history stretches back over 160 years. Today, the head winemaker is Armelle Barbanson, who has rich experience working for several renowned producers in the Rhône Valley. This is a perfectly balanced blend of Grenache, Syrah and Carignan. Expect classic notes of black cherry, plum and liquorice, and a subtle earthiness on the finish. Perfect with roast beef.",£24.99 per bottle,1.5LTR,"Carignan, Syrah",Natural Cork,22.5,per bottle,Red,ABV 15.00%,Rhône,Smooth & Mellow
"Domaine Maire 'Heritage' Chardonnay 2018, Côtes du Jura","The Jura region stretches from Burgundy to the Swiss Alps. It's continental climate and clay rich soils are perfect for Chardonnay. Domaine Maire has produced wine since 1632, and adds a dash of oak-aged Savagnin to this typical Côtes du Jura blend. Fine and elegant, with notes of white flowers, citrus and cedar, the Savagnin adds a subtle oxidative note that is a prized element of the Jura wines.",£14.99 per bottle,75CL,,Natural Cork,9,per bottle,White,ABV 12.00%,Jura & Savoie,Rich & Toasty
Domaine Pardon et Fils 'À Nous' Beaujolais Nouveau 2023,"Every year, on the third Thursday of November, the freshest Beaujolais is released, just weeks after the harvest. 'Beaujolais Nouveau' day is celebrated throughout the region and in wine bars all over Europe. This year saw a small harvest, but we've secured another limited parcel from the fantastic Domaine Pardon et Fils, a seventh-generation family winery. Last year, it sold out within days. It's light, elegant, full of strawberry, blueberry and redcurrant and a real treat with a ham quiche.

Due to French law, we can't sell this wine until 00:01 on Thursday 16th November. If you include this in your Shop Local order before this date, we will have it ready on Thursday.",£11.49 per bottle,75CL,,Natural Cork,9.8,per bottle,Red,ABV 13.00%,Beaujolais,Soft & Fruity
"Domaine Rolet Arbois Chardonnay 2016/17, Jura","Arbois is the most important region in Jura. In the foothills of the Alps, the harsh winters may put off many winemakers, but not Domaine Rolet. This estate handpicks its grapes from 30-year-old vines and ages this Chardonnay in oak. Expect notes of rich citrus, white flowers and a hint of oak influence in the supple texture and delicate nuttiness.",£16.99 per bottle,75CL,Sauvignon Blanc,Natural Cork,9.8,per bottle,White,ABV 13.00%,Jura & Savoie,Rich & Toasty
Doudet-Naudin Bourgogne Côte d’Or Chardonnay 2019,"Doudet-Naudin is one of the oldest maisons in Burgundy, but it wasn't until the Doudet family took the reins that the historic winery flourished. Today, they can be found in some of the region's most coveted areas. The vines behind this are mainly from Meursault. But Doudet-Naudin intentionally declassified it to allow for blending with grapes from other Burgundian villages. So the wine doesn't command the expected high price tag. It's real value for money. Expect fresh notes of flowers, vanilla and apple, which will become more ripe and rich with age. This is the perfect wine for fish, so serve it with buttery Dover sole.",£25.99 per bottle,75CL,,Natural Cork,9.8,per bottle,White,ABV 13.00%,Burgundy,Ripe & Rounded
"Duckhorn 'Decoy' Zinfandel 2019/21, Sonoma County","Over the past 34 years, Duckhorn have become one of the greatest wineries in America. They made their name in Napa County and have ventured out to Sonoma. The best part? What they make there is still at a low price. Their expertise really shines in this Zinfandel. It has aromas of ripe blackberry, wild blueberry, plum and blackcurrant, along with hints of cedar and spice. Pair this with lamb stew.",£32.99 per bottle,75CL,,Natural Cork,10.9,per bottle,Red,ABV 14.50%,California,Rich & Juicy
E. Guigal 'Brune et Blonde' Côte-Rôtie  2019/20,"Guigal is one of the most respected producers in the Rhône Valley and arguably the very best on the famous dizzying slopes of Côte-Rôtie. True to this prestigious region's form, this is a blend of Syrah with a dash of Viognier to dial up the aromatics. It's made from 35-year-old vines and aged for three years in oak barrels. As a result, it has concentrated aromas of red berries and sweet spices, flavours of ripe raspberry, blackberry and vanilla and soft tannins which are ideal with cheese.",£55.99 per bottle,75CL,Viognier,Natural Cork,10.5,per bottle,Red,ABV 14.00%,Rhône,Bold & Spicy
E. Guigal Saint-Joseph 2018/19,"The Guigal family's meticulous approach has earned them a reputation in the Rhône Valley as world-class winemakers. They even make their own barrels to get the very best from each vintage. This is an exceptional 100% Syrah red from one of the northern Rhône's up-and-coming region, Saint-Joseph. It's made from vines that are up to 50-years-old. This maturity makes for a real concentration in its red-fruit flavours. Its elegant tannins go very well with red meats and cheese.",£25.99 per bottle,75CL,,Natural Cork,10.9,per bottle,Red,ABV 14.50%,Rhône,Bold & Spicy
Edouard Delaunay 'Charmont' Hautes-Côtes de Nuits Rouge 2019/20,"The Edouard Delaunay estate’s rich history dates back to 1893. Its wines were the choice of The Orient Express and the finest restaurants in France. A century later, it fell out of family hands. That was the year Laurent Delaunay bought back his great-grandfather’s estate and re-established his deep-rooted family connections with the best local grape-growers. This is made from grapes from Hautes-Côte de Nuits, a few miles to the west of Côte de Nuits Grand Cru vineyards. Expect aromas of bramble fruit, raspberry and cherry, with fragrant hints of wild herbs. Partner with brie.",£24.99 per bottle,75CL,,Natural Cork,10.1,per bottle,Red,ABV 13.50%,Burgundy,Light & Elegant
Edouard Delaunay Gevrey-Chambertin 2018/19,"The Eduoard Delauney estate fell out of family hands in the early '90s. But Laurent Delaunay bought it back a few years ago with the aim to restore it back to its former glory. The team have since won 39 medals in the past few years. This is a real comeback story. And this Gevrey-Chambertin is deep and powerful, with notes of cherry, liquorice and coffee. Decant this for at least an hour before serving at room temperature with duck.",£65.99 per bottle,75CL,,Natural Cork,10.5,per bottle,Red,ABV 14.00%,Burgundy,Light & Elegant
"Elysium Black Muscat 2018/21 Half Bottle, California","Black Muscat, an under-appreciated Muscat variety, one of the very few black-skinned Muscats. Elysium is Greek for Heaven, a fitting association for this excellent wine made by Andrew Quady. Virtually black in colour, with a rose-like aroma, very intense on the palate and full of fantastic rich velvety fruit. One of the few wines that can stand up to chocolate puddings. Or try it poured over ice cream for the ultimate after-dinner treat!

In 2022, this wine won an IWC award for the 2018 vintage.",£14.99 per bottle,37.5CL,,Natural Cork,5.6,per bottle,Red,ABV 15.00%,California,
"Erath Pinot Noir 2019/20, Oregon","Oregon offers the perfect conditions for growing the delicate Pinot Noir grape. And no one knew this better than Dick Erath, who was the first person to plant vines in the now famous Dundee Hills. Today, the same volcanic soils produce some of the state's best Pinot. And Erath consider this one of their best. Expect cherry, berry jam, raspberry and a hint of warm spice. Try this with your Sunday roast chicken.",£24.99 per bottle,75CL,,Screwcap,10.1,per bottle,Red,ABV 13.50%,Oregon,Light & Elegant
